DOI	Affiliations
10.1039/d0sc07073d	Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Hermann-von Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany; Karlsruhe Institute of Technology (KIT), Institute of Nanotechnology (INT), Hermann-von-Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany; Organisch-Chemisches Institut, Ruprecht-Karls-Universität, Im Neuenheimer Feld 270, Heidelberg, 69120, Germany; Department of Molecular Engineering, Graduate School of Engineering, Kyoto University, Nishikyo-ku, Kyoto, 615-8510, Japan; Karlsruhe Institute of Technology (KIT), Institute of Microstructure Technology (IMT), Hermann von-Helmholtz Platz-1, Eggenstein-Leopoldshafen, 76344, Germany; State Key Laboratory of Mechanics and Control of Mechanical Structures, Key Laboratory for Intelligent Nano Materials and Devices of Ministry of Education, Institute of Nano Science, Nanjing, China; Karlsruhe Institute of Technology, Institute of Physical Chemistry (IPC), Institute of Biological Interfaces (IBG2), Karlsruhe, 76131, Germany; Karlsruhe Institute of Technology (KIT), Light Technology Institute (LTI), Engesserstrasse 13, Karlsruhe, 76131, Germany
10.17765/2176-9168.2021V14N2E8069	Instituto Federal de Educação, Ciência e Tecnologia Goiano (IFG), Rio Verde (GO), Brazil; Colégio Estadual Alfredo Nasser, Novo (GO), Brazil; Unesp, Jaboticabal (SP), Brazil
10.1016/j.scitotenv.2020.143107	Department of Production Engineering, Faculty of Mechanical Engineering and Design, Kaunas University of Technology, Kaunas, LT-51424, Lithuania; Lithuanian Energy Institute, Laboratory of Combustion Processes, Breslaujos 3, Kaunas, LT-44403, Lithuania; Department of Materials Science, South Ural State University, Lenin prospect 76, Chelyabinsk, 454080, Russian Federation; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1039/d0dt03913f	Department of Material Sciences, Lomonosov Moscow State University, Moscow, Russian Federation; Center for Molecular Biophysics, CNRS (UPR 4301), Orléans, France; Nesmeyanov Institute of Organoelement Compounds of the Russian Academy of Sciences, Moscow, Russian Federation; Institute of Biological and Chemical Systems (IBCS-FMS), Karlsruhe Institute of Technology (KIT), Hermann von Helmholtz Platz 1, KarlsruheEggenstein-Leopolddshafen, Germany; Institute of Low Temperature and Structure Research, Polish Academy of Sciences, Wroclaw, Poland; P.N. Lebedev Physical Institute RAN, Moscow, Russian Federation; Institute of Physical and Organic Chemistry, Southern Federal University, Rostov-on-Don, Russian Federation; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann von Helmholtz Platz 1, Eggenstein-Leopolddshafen, Germany; Institute of Organic Chemistry, Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute of Biological and Chemical Systems (IBCS-FMS), Karlsruhe Institute of Technology (KIT), Hermann von Helmholtz Platz 1, KarlsruheEggenstein-Leopolddshafen, Germany; Department of Chemistry, Lomonosov Moscow State University, Moscow, Russia, Russian Federation
10.1021/acsami.0c22729	School of Chemistry, Tel-Aviv University Center for NanoScience and Nanotechnology, Tel Aviv University, Tel Aviv, 6997801, Israel; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; School of Mechanical Engineering, Tel-Aviv University, Tel-Aviv, 6997801, Israel
10.1590/2179-10742021V20I1874	Universidade Federal de Goiás-UFG, Goiânia, Goiás, Brazil; Instituto Federal de Educacaõ, Ciência e Tecnologia de Goiás-IFG, Goiânia, Goiás, Brazil; Universidade Federal de Uberlândia-UFU, Uberlândia, Minas Gerais, Brazil
10.3390/membranes11030207	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann‐von Helmholtz‐Platz 1, Eggenstein‐Leopoldshafen, 76344, Germany; School of Nuclear Science & Engineering, National Research Tomsk Polytechnic University, Lenina avenue 30, Tomsk, 634050, Russian Federation; Center for Materials Science, Zewail City of Science and Technology, October Gardens, 6th of October, Giza, 12578, Egypt
10.1055/a-1378-7370	Deutsche Diabetes Stiftung, Düsseldorf, Germany; IfG Institut für Gesundheitsökonomik, München, Germany; Healthcare Denmark, Odense, Denmark
10.1016/j.apacoust.2020.107803	Universidade Federal do Paraná – UFPR, Laboratório de Acústica Ambiental e Industrial e Conforto Acústico, Curitiba, PR, Brazil; Instituto Federal de Educação, Ciência e Tecnologia de Goiás – IFG, Rua 75, n 46, Campus Goiânia, Goiânia, GO  74055-110, Brazil; Faculdade de Tecnologia de Curitiba – FATEC, Curitiba, PR, Brazil
10.1039/d0ra08893e	Institut für Organische Chemie, Karlsruher Institut für Technologie, Campus Süd, Fritz-Haber-Weg 6, Karlsruhe, 76131, Germany; Institut für Funktionelle Grenzflächen IFG, Karlsruher Institut für Technologie, Campus Nord, Hermann-von-Helmholtz Platz 1, 76344 Eggenstein-Leopoldshafen, Germany; Institute of Biological and Chemical Systems - FMS, Karlsruher Institut für Technologie, Campus Nord, Hermann-von-Helmholtz Platz 1, 76344 Eggenstein-Leopoldshafen, Germany
10.1002/anie.202013227	Karlsruhe Institute of Technology (KIT), Light Technology Institute (LTI), Engesserstrasse 13, Karlsruhe, 76131, Germany; Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Karlsruhe Institute of Technology (KIT), Institute of Microstructure Technology (IMT), Karlsruhe, 76128, Germany
10.3390/chemosensors9020031	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-Von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, Karlsruhe, 76344, Germany; Light Technology Institute, Karlsruhe Institute of Technology, Engesserstraße 13, Karlsruhe, 76131, Germany; Karlsruhe Institute of Technology, Botanical Institute, Molecular Cell Biology, Fritz-Haber-Weg, Karlsruhe, 76131, Germany; Institute of Microstructure Technology, 223, Karlsruhe Institute of Technology, Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, Karlsruhe, 76344, Germany
10.3390/membranes11020147	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Egypt Nanotechnology Center, EGNC, Cairo University, Giza, 12613, Egypt; School of Nuclear Science and Engineering, National Research Tomsk Polytechnic University, Tomsk, 634050, Russian Federation; Institute for Technical Chemistry (ITC), Karlsruhe Institute for Technology (KIT), Hermann-von Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; International X-ray Optics Lab, Institute of Physics and Technology, National Research Tomsk Polytechnic University (TPU), 30 Lenin Ave., Tomsk, 634050, Russian Federation
10.1016/j.eti.2020.101339	Department of Production Engineering, Faculty of Mechanical Engineering and Design, Kaunas University of Technology, LTKaunas, 51424, Lithuania; Department of Materials Science, South Ural State University, Lenin Prospect 76, Chelyabinsk, 454080, Russian Federation; Lithuanian Energy Institute, Laboratory of Heat Equipment Research and Testing, Breslaujos 3, LT, Kaunas, 44403, Lithuania; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Physics and Technology, International X-ray Optics Lab, National Research Tomsk Polytechnic University (TPU), 30 Lenin ave., Tomsk, 634050, Russian Federation
10.1016/j.meddro.2020.10.002	Université de Lorraine–IFG-EA7301, 34, cours Leopold, Nancy, 54000
10.1016/j.jlumin.2020.117730	Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG, Campus Goiânia, Rua 75, n 46, Goiânia, GO  74055-110, Brazil; Instituto de Pesquisas Energéticas e Nucleares, Comissão Nacional de Energia Nuclear-IPEN/CNEN, Av. Prof. Lineu Prestes, 2242, São Paulo, SP  05508-000, Brazil
10.1007/s11243-020-00427-3	Centro de Desenvolvimento de Tecnologias Químicas - CDTEQ, Universidade Estadual de Mato Grosso do Sul - UEMS, Naviraí, MS, Brazil; PGRN, Universidade Estadual do Mato Grosso do Sul - UEMS, Dourados, MS, Brazil; Faculdade de Ciências Exatas e da Terra, Universidade Federal da Grande Dourados - UFGD, Dourados, MS, Brazil; Faculdade de Ciências Farmacêuticas, Universidade Estadual de Campinas - UNICAMP, Campinas, SP, Brazil; Instituto de Física, Universidade Federal de Mato Grosso do Sul - UFMS, Campo Grande, MS, Brazil; Instituto Federal Goiano - IFG, Ceres, GO, Brazil
10.1016/j.memsci.2020.118695	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, Karlsruhe, 76344, Germany
10.1007/s12274-020-2953-z	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz, Eggenstein-Leopoldshafen, 176344, Germany
10.1021/acsaelm.0c00856	Tokyo Electron America, Inc., 2400 Grove Blvd., Austin, TX  78741, United States; Institut für Funktionelle Grenzflächen (IFG), Karlsruher Institut für Technologie (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1002/chem.202003885	Institute of Organic Chemistry, Karlsruhe Institute of, Technology (KIT), Fritz-Haber-Weg 6, Karlsruhe, 76131, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of, Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Institute of Nanotechnology (INT) and Karlsruhe Nano Micro Facility, (KNMF), Karlsruhe Institute of Technology (KIT), Hermann-, von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Biological and Chemical Systems (IBCS-FMS), Karlsruhe Institute of Technology (KIT), Hermann-von-, Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1002/ejoc.202001415	Institute of Organic Chemistry – IOC, Karlsruhe Institute of Technology (KIT), Fritz-Haber-Weg 6, Karlsruhe, 76131, Germany; 3DMM2O – Cluster of Excellence (EXC-2082/1-390761711), Karlsruhe Institute of Technology (KIT), Kaiserstraße 12, Karlsruhe, 76131, Germany; Institute of Functional Interfaces – IFG, Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Biological and Chemical Systems – IBCS-FMS, Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1016/j.jhazmat.2020.122929	Institute for Advanced Membrane Technology (IAMT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute for Applied Materials (IAM), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1021/acs.jpcc.0c09738	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, 76344, Germany; Catalysis Research Center and Faculty of Chemistry, Technical University of Munich, Ernst-Otto-Fischer-Straße 1, Garching, D-85747, Germany
10.1021/acs.langmuir.0c02859	Karlsruhe Institute of Technology (KIT), Institute of Functional Interfaces (IFG), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.1002/adfm.202107716	Institute of Biological and Chemical Systems-Functional Molecular Systems (IBCS-FMS), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Functional Interfaces (IFG) and Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute for Applied Materials (IAM) and Karlsruhe Nano Micro Facility (KNMF), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany; Institute of Organic Chemistry (IOC), Karlsruhe Institute of Technology (KIT), Kaiserstraße 12, Karlsruhe, 76131, Germany
10.1007/s11581-021-04249-w	Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Hermann-von-Helmholtz-Platz 1, Eggenstein-Leopoldshafen, 76344, Germany
10.7554/ELIFE.71888	Zoological Institute, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76128, Germany; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany; Institute for Theoretical Physics, University of Heidelberg, Philosophenweg 19, Heidelberg, 69120, Germany; BioQuant-Center for Quantitative Biology, University of Heidelberg, Im Neuenheimer Feld 267, Heidelberg, 69120, Germany; Institute of Applied Physics, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany; Institute for Biological and Chemical Systems-Biological Information Processing (IBCS-BIP), Karlsruhe Institute of Technology (KIT), Karlsruhe, 76344, Germany
10.1590/1678-6971/ERAMF210196	Federal Institute of Education, Science and Technology of Goiás (IFG), GO, Goiânia, Brazil; National Department of Transport Infrastructure (DNIT), DF, Brasília, Brazil
10.1111/gbi.12464	Dipartimento di Scienze della Terra, Università degli Studi di Torino, Torino, Italy; Institut für Geologie, Centrum für Erdsystemforschung und Nachhaltigkeit, Universität Hamburg, Hamburg, Germany; IFG Ingenieurbüro für Geotechnik, Bautzen, Germany; Institut Dr. Nowak GmbH & Co. KG, Ottersberg, Germany; Institut für Geologie, Universität Wien, Wien, Austria
10.1590/S1678-4634202147222664	Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFG), Goiânia, Goiás, Brazil; Universidade de Brasília (UnB), Brasília, DF, Brazil
10.1002/anie.202101644	Solid State Chemistry, University of Augsburg, Augsburg, 86159, Germany; EMAT, University of Antwerp, Antwerp, 2020, Belgium; Department of Chemistry and Biochemistry, University of California, San Diego, United States; College of Chemistry and Molecular Sciences, Wuhan University, Wuhan, China; Functional Materials Design, Discovery and Development Research Group (FMD3), Advanced Membranes and Porous Materials Center, Division of Physical Sciences and Engineering, King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, Saudi Arabia; Adsorption & Advanced Materials Laboratory (A2ML), Department of Chemical Engineering & Biotechnology, University of Cambridge, United Kingdom; Department of Chemistry, University of California, Berkeley, United States; School of Chemistry, University of Sydney, Australia; Department of Chemistry, Stanford University, United States; Advanced Research Institute of Multidisciplinary Science, School of Chemistry and Chemical Engineering, Beijing Institute of Technology, Beijing, China; Institute of Functional Interfaces (IFG), Karlsruhe Institute of Technology (KIT), Eggenstein-Leopoldshafen, Germany; BCMaterials, Basque Center for Materials, UPV/EHU Science Park, Leioa, 48940, Spain; IKERBASQUE, Basque Foundation for Science, Bilbao, Spain; Department of Chemistry, The Scripps Research Institute, La Jolla, CA  92037, United States
10.21577/0103-5053.20210038	Faculdade de Farmácia, Universidade Federal de Goiás, Goiânia-GO, 74605-170, Brazil; Furnas Centrais Elétricas SA, Aparecida de Goiânia-GO, 74923-650, Brazil; Department of Civil, Environmental and Geomatic Engineering, University College London, London, WC1E6BT, United Kingdom; Instituto Federal de Educação, Ciência e Tecnologia de Goiás (IFG), Goiânia-GO, 74055-110, Brazil
10.1007/s10943-021-01269-8	School of Dentistry, Federal University of Goiás, Ave Universitária, s/n, Goiânia, GO  74605-020, Brazil; Federal Institute of Education Science and Technology (IFG), Ave Universitária, s/n, Inhumas, GO  75402-556, Brazil
10.1144/SP508-2020-80	James Hutton Institute, Aberdeen, AB15 8QH, United Kingdom; IUGS – Initiative on Forensic Geology; IFG–IAPG Task Group on Geoethics in Forensic Geology; Geoscienze Forensi Italia®, Rome, Italy; School of Natural and Built Environment, Queen’s University Belfast, United Kingdom; Istituto Nazionale di Geofisica e Vulcanologia, Rome, Italy; International Association for Promoting Geoethics; School of Geography, Geology and Environment, Keele University, Keele, Staffordshire, United Kingdom
